"","title","details","points","price_info","price_info2"
"120","


フォスマットマツガサキ
フォスマット松ヶ崎","所在地
〒606-0944　京都府京都市左京区松ケ崎御所ノ内町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩10分
叡山電鉄叡山本線「修学院」駅 徒歩10分
間取り／面積

1K／20.9m2／7.1帖
契約年数
2年

更新料
なし
完成年月
1999年03月
向き
北
階数・全部屋数

地上3階
建　26部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／電化キッチン２口（RH）／エアコン／クローゼット／フローリング／バルコニー
共同設備
オートロック／インターネット対応
取引様態
媒介
","室内洗濯機置場
ネット無料
オートロック
","賃料

4.8万円～5.3万円
管理費
5,000円
敷金
7万円
礼金
5万円～8万円
衛生費
620円









間取図










","賃料

4.8万円～5.3万円
管理費
5,000円
敷金
7万円
礼金
5万円～8万円
衛生費
620円
"
"121","


エイムキタヤマ
AIM北山","所在地
〒606-0955　京都府京都市左京区松ケ崎雲路町17丁目
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩8分
叡山電鉄叡山本線「修学院」駅 徒歩6分
間取り／面積

1K／25m2～27m2／8.5帖～11帖
契約年数
2年

更新料
1ヶ月分
完成年月
1996年04月
向き
西
階数・全部屋数

地上4階
建　16部屋

物件種別
マンション
構造
鉄骨鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／洗面（浴室別）／ガスコンロ／エアコン／クローゼット／シューズケース／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／エレベータ／駐輪場／駐輪場（大型バイク可）／インターネット対応
取引様態
媒介
","広々キッチン
買物便利
日当良好
","賃料

5.1万円～5.6万円
管理費
6,000円
敷金
なし
礼金
1ヶ月分









間取図










","賃料

5.1万円～5.6万円
管理費
6,000円
敷金
なし
礼金
1ヶ月分
"
"122","


アッツシモガモ
アッツ下鴨","所在地
〒606-0864　京都府京都市左京区下鴨高木町27番地
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩13分
京都市営烏丸線「北山」駅 自転車7分(約1.7km)
叡山電鉄叡山本線「茶山」駅 徒歩17分
間取り／面積

1K／25.6m2／9帖
契約年数
2年

更新料
0.5ヶ月分
完成年月
2016年03月
向き
南
階数・全部屋数

地上4階
建　11部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／温水洗浄便座／電化キッチン２口（IH）／エアコン／ペアガラス／クローゼット／フローリング／バルコニー／居室仕切ドア
共同設備
オートロック／駐輪場(原付まで)／BSアンテナ／インターネット対応（無料）
設備備考
コンビニ近い
取引様態
媒介
","洗髪洗面化粧台
温水洗浄便座
2口コンロ
","賃料

6.2万円
管理費
5,300円
敷金
7万円
礼金
13万円









間取図










","賃料

6.2万円
管理費
5,300円
敷金
7万円
礼金
13万円
"
"123","


ドーレ
ドーレ","所在地
〒606-8105　京都府京都市左京区高野上竹屋町
最寄り駅

叡山電鉄叡山本線「一乗寺」駅 徒歩9分
叡山電鉄叡山本線「茶山」駅 徒歩12分
京都市営烏丸線「松ヶ崎」駅 徒歩19分
間取り／面積

1R／18m2／6帖
契約年数
2年

更新料
なし
完成年月
1995年03月
向き
南
階数・全部屋数

地上3階
建　0部屋

物件種別
マンション
構造
鉄骨造
損害保険
要
各室専用設備
ユニットバス／電化キッチン（RH）／エアコン／クローゼット／フローリング／バルコニー
共同設備
駐輪場
取引様態
媒介
","クローゼット
エアコン
ユニットバス
","賃料

3.9万円～4万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし









間取図










","賃料

3.9万円～4万円
管理費
3,000円
敷金
1ヶ月分
礼金
なし
"
"124","


シェモアツー
シェモアⅡ","所在地
〒606-0864　京都府京都市左京区下鴨高木町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩14分
叡山電鉄叡山本線「茶山」駅 徒歩17分
叡山電鉄叡山本線「一乗寺」駅 徒歩17分
間取り／面積

1R／19.8m2／7.5帖
契約年数
2年

更新料
なし
完成年月
1995年09月
向き
南
階数・全部屋数

地上5階
建　9部屋

物件種別
マンション
構造
軽量気泡コンクリート造
損害保険
要
各室専用設備
セパレート（バス・トイレ）／電気コンロ／エアコン／フローリング／バルコニー／角部屋
共同設備
駐輪場
設備備考
オール電化
取引様態
媒介
","オール電化
広々居室
生活便利
","賃料

4.5万円
管理費
5,000円
敷金
5万円
礼金
なし




















","賃料

4.5万円
管理費
5,000円
敷金
5万円
礼金
なし
"
"125","


サンクスパレタカノ
サンクスパレ高野","所在地
〒606-8104　京都府京都市左京区高野竹屋町
最寄り駅

叡山電鉄叡山本線「一乗寺」駅 徒歩9分
間取り／面積

1K／26.4m2／8.3帖
契約年数
2年

更新料
1ヶ月分
完成年月
2015年03月
向き
北西
階数・全部屋数

地上4階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
洗面（浴室別）／温水洗浄便座／浴室乾燥機／システムキッチン／IHコンロ／エアコン／ウォークインクローゼット
共同設備
オートロック／駐輪場
取引様態
媒介
","広々としたクローゼット
独立洗面台付きです
浴室乾燥機付きで洗濯も快適
","賃料

5.9万円～6.1万円
管理費
5,000円
敷金
5万円
礼金
なし


















","賃料

5.9万円～6.1万円
管理費
5,000円
敷金
5万円
礼金
なし
"
"126","


エルムマツガサキ
エルム松ヶ崎","所在地
〒606-0944　京都府京都市左京区松ケ崎御所ノ内町
最寄り駅

京都市営烏丸線「松ヶ崎」駅 徒歩12分
叡山電鉄叡山本線「修学院」駅 徒歩10分
間取り／面積

1K／27.5m2／10帖
契約年数
2年

更新料
1ヶ月分
完成年月
1993年04月
向き
南
階数・全部屋数

地上2階
建　20部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／電化キッチン（IH）／エアコン／インターフォン／クローゼット／シューズケース／吊棚／フローリング／バルコニー
共同設備
オートロック／インターネット対応
取引様態
媒介
","オートロック
収納豊富
買物便利
","賃料

5.1万円
管理費
5,000円
敷金
3万円
礼金
5万円
設備維持費
0円～2,200円




















","賃料

5.1万円
管理費
5,000円
敷金
3万円
礼金
5万円
設備維持費
0円～2,200円
"
"127","


スズランハイツ
スズランハイツ","所在地
〒606-0865　京都府京都市左京区下鴨東高木町
最寄り駅

叡山電鉄叡山本線「茶山」駅 徒歩15分
叡山電鉄叡山本線「一乗寺」駅 徒歩15分
京都市営烏丸線「松ヶ崎」駅 徒歩15分
間取り／面積

1R／17.5m2／6.7帖
契約年数
2年

更新料
なし
完成年月
1968年10月
向き
西
階数・全部屋数

地上2階
建　4部屋

物件種別
アパート
構造
木造
損害保険
要
各室専用設備
室内洗濯置場／ユニットバス／ガスコンロ／エアコン／クローゼット／フローリング
共同設備
駐輪場／インターネット対応（無料）
取引様態
媒介
","ガスキッチン
エアコン
フローリング
","賃料

3.8万円～3.9万円
管理費
7,000円
敷金
1ヶ月分
礼金
なし









間取図










","賃料

3.8万円～3.9万円
管理費
7,000円
敷金
1ヶ月分
礼金
なし
"
"128","


ヴィラリモージュ
ヴィラリモージュ","所在地
〒606-8185　京都府京都市左京区一乗寺高槻町
最寄り駅

叡山電鉄叡山本線「一乗寺」駅 徒歩5分
京都市営烏丸線「松ヶ崎」駅 自転車8分(約1.8km)
間取り／面積

1K／17.5m2／9.2帖
契約年数
2年

更新料
1ヶ月分
完成年月
1983年03月
向き
北西
階数・全部屋数

地上3階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室外洗濯機置場／ガスコンロ設置可／エアコン／クローゼット／フローリング
共同設備
コインランドリー／駐輪場
設備備考
コンビニ近い
取引様態
媒介
","最寄駅徒歩５分
インターネット無料
共用コインランドリーあり
","賃料

3.4万円～3.5万円
管理費
4,000円
敷金
なし
礼金
なし




















","賃料

3.4万円～3.5万円
管理費
4,000円
敷金
なし
礼金
なし
"
"129","


メリーハウスシモガモ
MARRY HOUSE下鴨","所在地
〒606-0831　京都府京都市左京区下鴨北園町30-3
最寄り駅

京都市営烏丸線「北山」駅 徒歩11分
京都市営烏丸線「松ヶ崎」駅 徒歩13分
京都市営烏丸線「北大路」駅 徒歩19分
間取り／面積

1K／28.8m2／7.4帖
契約年数
2年

更新料
なし
完成年月
2011年08月
向き
西
階数・全部屋数

地上2階
建　2部屋

物件種別
アパート
構造
軽量気泡コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／独立洗面化粧台／セパレート（バス・トイレ）／ガスキッチン２口／エアコン／クローゼット／フローリング／ロフト／居室仕切ドア
共同設備
駐輪場(原付まで)
取引様態
媒介
","セパレート
独立洗面化粧台
2口ガスキッチン
","賃料

6.5万円
管理費
3,000円
敷金
6万円
礼金
15万円









間取図










","賃料

6.5万円
管理費
3,000円
敷金
6万円
礼金
15万円
"
"130","


フォレスト
フォレスト","所在地
〒606-8182　京都府京都市左京区一乗寺赤ノ宮町27
最寄り駅

叡山電鉄叡山本線「一乗寺」駅 徒歩6分
叡山電鉄叡山本線「修学院」駅 徒歩14分
叡山電鉄叡山本線「茶山」駅 徒歩10分
間取り／面積

1K／21m2～21.8m2／7帖～11帖
契約年数
2020年3月

更新料
なし
完成年月
1989年09月
向き
東
階数・全部屋数

地上4階
建　15部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／ガスコンロ設置可／エアコン／クローゼット／フローリング／バルコニー
共同設備
オートロック／防犯カメラ／駐輪場／BSアンテナ／CSアンテナ／インターネット対応（無料）
取引様態
媒介
","バス停徒歩1分
スーパー・コンビニ徒歩4分以内
ショッピングモール徒歩10分
","賃料

3.8万円～4.3万円
管理費
6,000円
敷金
5万円～8万円
礼金
なし









間取図










","賃料

3.8万円～4.3万円
管理費
6,000円
敷金
5万円～8万円
礼金
なし
"
"131","


パルデンスタカノ
パルデンス高野","所在地
〒606-8111　京都府京都市左京区高野泉町
最寄り駅

叡山電鉄叡山本線「修学院」駅 徒歩7分
京都市営烏丸線「松ヶ崎」駅 徒歩18分
間取り／面積

1K／23m2／8帖
契約年数
2年

更新料
なし
完成年月
2000年02月
向き
西
階数・全部屋数

地上3階
建　0部屋

物件種別
マンション
構造
鉄筋コンクリート造
損害保険
要
各室専用設備
室内洗濯置場／セパレート（バス・トイレ）／システムキッチン／電化キッチン（IH）／エアコン／フローリング／バルコニー
共同設備
駐輪場
設備備考
オール電化
取引様態
媒介
","オール電化
IHキッチン
室内洗濯機置場
","賃料

5万円
管理費
4,000円
敷金
1ヶ月分
礼金
1ヶ月分




















","賃料

5万円
管理費
4,000円
敷金
1ヶ月分
礼金
1ヶ月分
"
